2.000000000000000000e+00,-5.141098813301659964e-01,4.715600844006540449e+00,-4.179509529069753704e-01
1.000000000000000000e+00,3.771940898602633041e+00,9.543135161466242966e-01,-7.015580562873117154e-01
1.000000000000000000e+00,3.371163852939554673e+00,3.102365917684609120e-01,-8.165538234449595256e-01
1.000000000000000000e+00,3.927129517737532272e+00,-9.221341918334210463e-01,-7.583142182966362554e-01
2.000000000000000000e+00,1.001766473657553780e+00,6.339792874197849315e+00,-1.305619839066202159e+00
2.000000000000000000e+00,-9.739242367301411685e-01,6.220553961960242795e+00,-5.214624308437052630e-02
0.000000000000000000e+00,-1.307706211533155916e+00,-1.404718348639831804e+00,6.761798581936020458e-01
2.000000000000000000e+00,9.969677171768143165e-01,4.622664987823976723e+00,-8.707176356586124322e-02
2.000000000000000000e+00,6.996407678761762394e-01,7.308081273013577572e+00,1.031013091556467032e+00
0.000000000000000000e+00,7.088685134649274078e-01,-1.119862245213536278e+00,1.313504371179106789e+00
0.000000000000000000e+00,-1.751688620111175321e-01,-1.916656095378504565e+00,1.291243559567435195e+00
0.000000000000000000e+00,-1.019418883256130309e-01,5.119099432049760701e-01,9.938734585119162190e-01
0.000000000000000000e+00,-3.915616832945366665e-01,2.717855435554965560e-01,-2.160726907169370214e+00
2.000000000000000000e+00,-4.238045085049180760e-01,5.290564406540307019e+00,3.162104404461953955e-01
2.000000000000000000e+00,-6.387717630756508669e-01,5.925210915508435150e+00,-1.752696355888260893e+00
0.000000000000000000e+00,1.314165992698485441e+00,3.148468552216048266e-01,4.173080758337467389e-01
1.000000000000000000e+00,6.760345230794545301e+00,-4.972903962484886975e-01,-7.882430788876781946e-02
0.000000000000000000e+00,3.481709060865948585e-02,-3.519468318938230311e-01,-3.639572703981115431e-01
2.000000000000000000e+00,-7.048020453302865640e-01,5.536982371964925598e+00,-7.001237439812215690e-01
1.000000000000000000e+00,4.612833284043568405e+00,-6.208845874348740690e-01,-4.004101052239722458e-01
0.000000000000000000e+00,-9.509595806008906971e-01,-4.285630966007323295e-01,-5.247639994163105781e-01
2.000000000000000000e+00,1.207009243486409367e-01,4.255907615535989841e+00,-5.053585815722757557e-01
0.000000000000000000e+00,1.111913880263716986e-01,1.765468801352918726e+00,3.538708223526538799e-01
0.000000000000000000e+00,-5.668552364333435956e-02,-1.064954435805476551e+00,1.894393986456174572e-01
2.000000000000000000e+00,-3.750277867143695931e-01,4.051004947724543115e+00,-2.612220977950762690e-01
2.000000000000000000e+00,-9.196896967866594053e-02,4.382053153726550576e+00,-8.853376494182458867e-01
1.000000000000000000e+00,4.096875402385951936e+00,1.525738965021368465e-01,-1.028616486692027765e+00
1.000000000000000000e+00,6.060589205229383047e+00,7.474538383828811805e-02,2.059985125871407197e-01
0.000000000000000000e+00,2.281998160743333171e-01,-1.906169280199523586e+00,-4.901418651063511600e-01
2.000000000000000000e+00,2.304535772685690209e-01,4.204670942212182183e+00,4.478409122655696573e-01
2.000000000000000000e+00,5.811430753246422248e-02,4.998038935661704762e+00,2.767750151137062242e-01
2.000000000000000000e+00,1.286807570627401531e-01,5.232878801001292324e+00,4.715328210476178727e-02
2.000000000000000000e+00,1.130082195649329962e-01,4.636610816472460428e+00,7.939522214382349619e-01
2.000000000000000000e+00,-4.780746317877443974e-01,5.427615012068880418e+00,1.439746339145985932e+00
1.000000000000000000e+00,6.518407983814671347e+00,1.525713268168938375e-01,-1.272152566048564415e+00
2.000000000000000000e+00,-6.831354852583334525e-01,3.511333282027254477e+00,-1.264844788545576248e+00
1.000000000000000000e+00,5.374227865320420960e+00,-3.418152481039903740e-02,-7.217824433847071230e-02
0.000000000000000000e+00,-3.814175326241099895e-01,8.372541081720423772e-01,-9.067906223424192919e-03
0.000000000000000000e+00,-2.622369766014687742e-01,-1.223947089684813472e+00,2.560960867381348205e+00
2.000000000000000000e+00,-2.372695525473580425e+00,5.347985013405355481e+00,-7.100243060962425634e-01
2.000000000000000000e+00,-8.656284322559739675e-01,4.449569315825823601e+00,-1.302163761668127195e+00
1.000000000000000000e+00,4.503843423501321830e+00,-7.665547512314110357e-01,-5.421162500895774228e-01
1.000000000000000000e+00,5.265511234623798664e+00,-9.266757458331579267e-01,5.010400838611986929e-01
2.000000000000000000e+00,-2.810390910565761513e-01,3.478139085950138210e+00,-5.465205646178393772e-01
2.000000000000000000e+00,9.393085295526868439e-01,5.341571123336159133e+00,-6.828284487547475919e-03
1.000000000000000000e+00,5.257833063485036540e+00,3.619021599043419912e-01,-4.515441876505554286e-01
2.000000000000000000e+00,1.117575901212202183e+00,2.490126633664422329e+00,-1.651135934304416075e+00
1.000000000000000000e+00,5.883087581937052946e+00,-1.094730303988879383e+00,1.062022758497803698e+00
0.000000000000000000e+00,-1.103076030732977220e+00,8.588765434597455117e-01,1.550972604062139937e-01
2.000000000000000000e+00,4.186893634149615462e-01,3.859659105579063443e+00,-9.537380916591813307e-01
2.000000000000000000e+00,-7.777569782566277068e-01,4.097040800257794047e+00,-5.668494486182064085e-01
2.000000000000000000e+00,1.680802492072296372e+00,5.631725204249540262e+00,-1.054117453506370206e+00
2.000000000000000000e+00,6.231238684929916172e-01,4.325743271736269158e+00,-3.712573225688725054e-01
0.000000000000000000e+00,-5.857685689935637763e-02,-8.644431818103710807e-02,1.534752779161311365e+00
2.000000000000000000e+00,2.631016877913328056e-01,3.108140535642403890e+00,1.761673574710866386e-01
2.000000000000000000e+00,2.171257702080180430e-01,6.148656626418359750e+00,7.411540876869249228e-01
0.000000000000000000e+00,1.357019882778115749e-01,-5.725179734786570718e-01,1.904327986601428435e+00
2.000000000000000000e+00,-1.716931811320624224e+00,6.005095818324796220e+00,-7.893177041917287529e-01
2.000000000000000000e+00,-1.830685532718044628e-01,4.100047175010558931e+00,1.078350841108186131e+00
0.000000000000000000e+00,1.345272019528363394e+00,1.788406635966026004e+00,8.852508758238210318e-03
0.000000000000000000e+00,2.521346630852933646e-01,-6.786350301421226749e-01,-7.830798637633294978e-01
1.000000000000000000e+00,3.295092076473123299e+00,1.809088584414289436e+00,-1.046373949505572803e-01
0.000000000000000000e+00,-3.833388181479925882e-01,-1.010960779251154129e+00,-3.532621741093496248e-01
1.000000000000000000e+00,6.030899127651757397e+00,2.786830547321696439e-01,-7.528796498576910690e-01
2.000000000000000000e+00,1.258338840012254989e-01,4.896889226265674466e+00,8.373475575763222878e-01
1.000000000000000000e+00,4.556830159460382390e+00,3.016309943938692562e-01,6.201144462451973344e-02
0.000000000000000000e+00,1.996042860145527675e-02,-3.854891468973213886e-01,3.877443891027346212e-01
2.000000000000000000e+00,9.134779194450216577e-01,6.737798704910112235e+00,2.715749319005118956e+00
1.000000000000000000e+00,3.990916823013217041e+00,2.030554013617680731e+00,1.263255358369057453e-02
0.000000000000000000e+00,-1.206348094656535030e+00,-6.668461993348627492e-02,1.065650015086791802e+00
2.000000000000000000e+00,-1.099040275418437240e-01,4.176630158182506491e+00,7.751527713842673584e-02
2.000000000000000000e+00,4.678339119486434328e-01,5.901445183800817063e+00,7.177918221678246391e-02
2.000000000000000000e+00,8.781663897584196521e-01,4.513832092052447287e+00,1.067657015759343186e-01
2.000000000000000000e+00,-4.960561728896671803e-03,5.873364711473593403e+00,4.364775546062891198e-01
1.000000000000000000e+00,5.865793856314883037e+00,-6.708697609627439773e-02,-8.147693517287472043e-01
2.000000000000000000e+00,-1.633315671868511343e+00,4.205847171649765848e+00,-1.012024222648949534e+00
2.000000000000000000e+00,-7.906140969859516698e-02,4.601040947945352677e+00,-1.313880365465322386e+00
0.000000000000000000e+00,3.080798506603483755e-01,-3.673969315241243372e-01,3.663349545660646300e-01
0.000000000000000000e+00,1.806427457695764627e+00,1.742332439772371899e-01,5.987741910730143280e-01
1.000000000000000000e+00,5.641451452936167676e+00,-7.087971154953237596e-01,6.171123382692559334e-01
